distrito,metodo,desc.viva,vive,educ,religion,prop.muj.alf,prop.muj.mus.rezan
11,4,2,rural,ninguna,musul,0,0.69
11,4,0,rural,primaria,musul,0,0.69
11,4,3,rural,ninguna,musul,0,0.69
11,4,0,rural,ninguna,musul,0,0.69
11,4,2,rural,ninguna,musul,0,0.69
11,4,1,rural,ninguna,musul,0,0.69
11,4,1,rural,ninguna,musul,0,0.69
11,4,0,rural,sec.comp+,musul,0,0.69
11,1,2,rural,sec.incomp,hindu,0,0.69
11,4,1,rural,ninguna,hindu,0,0.69
11,4,1,rural,sec.comp+,hindu,0,0.69
11,4,0,rural,sec.incomp,hindu,0,0.69
11,4,2,rural,ninguna,musul,0,0.69
11,4,3,rural,ninguna,musul,0,0.69
11,4,1,rural,sec.incomp,musul,0,0.69
11,4,0,rural,ninguna,musul,0,0.69
11,4,0,rural,ninguna,musul,0,0.69
11,4,3,rural,ninguna,musul,0,0.69
12,3,3,urbana,sec.comp+,musul,0.1,0.44
12,4,1,urbana,ninguna,hindu,0.1,0.44
12,4,3,urbana,sec.incomp,hindu,0.1,0.44
12,4,2,urbana,ninguna,hindu,0.1,0.44
12,3,2,urbana,sec.comp+,hindu,0.1,0.44
12,3,0,urbana,sec.comp+,hindu,0.1,0.44
12,4,3,urbana,primaria,hindu,0.1,0.44
12,4,0,urbana,sec.comp+,musul,0.1,0.44
12,4,3,urbana,sec.incomp,hindu,0.1,0.44
12,3,3,rural,ninguna,musul,0.1,0.44
12,4,1,rural,ninguna,musul,0.1,0.44
12,4,3,rural,ninguna,musul,0.1,0.44
12,4,0,rural,ninguna,musul,0.1,0.44
12,4,3,rural,ninguna,musul,0.1,0.44
12,4,1,rural,ninguna,musul,0.1,0.44
12,4,0,rural,ninguna,musul,0.1,0.44
12,4,3,rural,ninguna,musul,0.1,0.44
12,4,0,rural,ninguna,musul,0.1,0.44
12,3,0,rural,sec.incomp,musul,0.1,0.44
12,4,3,rural,ninguna,musul,0.1,0.44
12,3,0,rural,primaria,musul,0.1,0.44
12,4,0,rural,primaria,musul,0.1,0.44
12,4,3,rural,ninguna,musul,0.1,0.44
12,4,3,rural,ninguna,musul,0.1,0.44
12,4,2,rural,ninguna,musul,0.1,0.44
12,4,3,rural,ninguna,musul,0.1,0.44
12,3,3,rural,ninguna,hindu,0.1,0.44
12,4,2,rural,ninguna,musul,0.1,0.44
12,1,1,rural,ninguna,hindu,0.1,0.44
12,4,3,rural,ninguna,hindu,0.1,0.44
12,1,3,rural,ninguna,hindu,0.1,0.44
12,1,1,rural,ninguna,hindu,0.1,0.44
12,4,3,rural,primaria,musul,0.1,0.44
12,4,0,rural,ninguna,hindu,0.1,0.44
12,4,3,rural,ninguna,hindu,0.1,0.44
12,1,3,rural,ninguna,hindu,0.1,0.44
12,4,3,rural,ninguna,hindu,0.1,0.44
12,2,0,rural,ninguna,hindu,0.1,0.44
12,1,3,rural,ninguna,hindu,0.1,0.44
12,4,2,rural,sec.incomp,musul,0.1,0.44
12,4,3,rural,ninguna,musul,0.1,0.44
12,4,2,rural,ninguna,musul,0.1,0.44
12,1,3,rural,ninguna,musul,0.1,0.44
12,3,1,rural,ninguna,musul,0.1,0.44
12,4,0,rural,ninguna,musul,0.1,0.44
12,4,0,rural,ninguna,musul,0.1,0.44
13,4,3,urbana,primaria,musul,0.13,0.63
13,4,0,urbana,sec.comp+,musul,0.13,0.63
13,1,3,urbana,sec.incomp,musul,0.13,0.63
13,3,3,urbana,ninguna,musul,0.13,0.63
13,2,0,urbana,sec.comp+,musul,0.13,0.63
13,4,1,urbana,ninguna,musul,0.13,0.63
13,1,1,urbana,ninguna,musul,0.13,0.63
13,4,0,urbana,sec.comp+,musul,0.13,0.63
13,4,0,urbana,sec.comp+,musul,0.13,0.63
13,4,3,rural,ninguna,musul,0.13,0.63
13,4,3,rural,ninguna,musul,0.13,0.63
13,3,3,rural,sec.incomp,musul,0.13,0.63
13,4,1,rural,ninguna,musul,0.13,0.63
13,4,3,rural,ninguna,musul,0.13,0.63
13,4,3,rural,ninguna,musul,0.13,0.63
13,3,3,rural,sec.incomp,musul,0.13,0.63
13,4,3,rural,ninguna,musul,0.13,0.63
13,4,0,rural,ninguna,musul,0.13,0.63
13,4,3,rural,ninguna,musul,0.13,0.63
13,4,3,rural,ninguna,hindu,0.13,0.63
13,4,1,rural,sec.incomp,hindu,0.13,0.63
13,3,2,rural,ninguna,musul,0.13,0.63
13,3,2,rural,primaria,musul,0.13,0.63
13,4,3,rural,ninguna,musul,0.13,0.63
13,4,0,rural,ninguna,musul,0.13,0.63
13,4,0,rural,sec.incomp,musul,0.13,0.63
13,2,0,rural,ninguna,musul,0.13,0.63
13,4,3,rural,ninguna,musul,0.13,0.63
13,4,3,rural,ninguna,musul,0.13,0.63
13,3,3,rural,primaria,musul,0.13,0.63
13,4,0,rural,ninguna,musul,0.13,0.63
13,4,0,rural,primaria,musul,0.13,0.63
13,2,3,rural,primaria,musul,0.13,0.63
13,3,3,rural,ninguna,musul,0.13,0.63
13,4,0,rural,ninguna,musul,0.13,0.63
13,2,1,rural,ninguna,musul,0.13,0.63
13,4,0,rural,ninguna,musul,0.13,0.63
13,4,0,rural,ninguna,musul,0.13,0.63
14,4,0,urbana,sec.comp+,musul,0.15,0.47
14,2,0,urbana,sec.incomp,musul,0.15,0.47
14,4,1,urbana,primaria,musul,0.15,0.47
14,2,2,urbana,ninguna,musul,0.15,0.47
14,4,1,urbana,ninguna,musul,0.15,0.47
14,4,0,urbana,ninguna,musul,0.15,0.47
14,2,0,urbana,sec.comp+,musul,0.15,0.47
14,4,1,urbana,ninguna,musul,0.15,0.47
14,4,0,urbana,ninguna,musul,0.15,0.47
14,4,0,urbana,sec.comp+,musul,0.15,0.47
14,2,1,urbana,primaria,musul,0.15,0.47
14,4,1,urbana,sec.incomp,musul,0.15,0.47
14,3,0,urbana,sec.comp+,musul,0.15,0.47
14,1,3,urbana,sec.comp+,musul,0.15,0.47
14,2,0,urbana,sec.comp+,musul,0.15,0.47
14,2,2,urbana,ninguna,musul,0.15,0.47
14,4,3,urbana,ninguna,musul,0.15,0.47
14,2,1,urbana,sec.comp+,musul,0.15,0.47
14,2,2,urbana,sec.comp+,musul,0.15,0.47
14,4,0,urbana,sec.comp+,musul,0.15,0.47
14,2,0,urbana,sec.comp+,musul,0.15,0.47
14,2,1,urbana,ninguna,musul,0.15,0.47
14,2,3,urbana,sec.comp+,musul,0.15,0.47
14,4,0,urbana,ninguna,musul,0.15,0.47
14,2,1,urbana,sec.incomp,musul,0.15,0.47
14,1,3,urbana,sec.comp+,musul,0.15,0.47
14,4,1,urbana,ninguna,musul,0.15,0.47
14,1,3,urbana,ninguna,hindu,0.15,0.47
14,2,2,urbana,ninguna,hindu,0.15,0.47
14,4,0,urbana,ninguna,hindu,0.15,0.47
14,4,0,urbana,sec.comp+,musul,0.15,0.47
14,2,0,urbana,ninguna,hindu,0.15,0.47
14,4,3,urbana,ninguna,musul,0.15,0.47
14,4,0,urbana,sec.comp+,musul,0.15,0.47
14,4,2,urbana,sec.incomp,musul,0.15,0.47
14,4,1,urbana,primaria,musul,0.15,0.47
14,2,0,urbana,sec.comp+,musul,0.15,0.47
14,3,3,urbana,ninguna,musul,0.15,0.47
14,3,3,urbana,primaria,musul,0.15,0.47
14,1,3,urbana,ninguna,musul,0.15,0.47
14,3,3,urbana,ninguna,musul,0.15,0.47
14,2,0,urbana,sec.comp+,musul,0.15,0.47
14,2,1,urbana,primaria,musul,0.15,0.47
14,1,3,urbana,primaria,musul,0.15,0.47
14,3,1,urbana,ninguna,musul,0.15,0.47
14,2,0,urbana,ninguna,musul,0.15,0.47
14,2,2,urbana,ninguna,musul,0.15,0.47
14,2,2,urbana,ninguna,musul,0.15,0.47
14,1,2,urbana,sec.comp+,musul,0.15,0.47
14,4,1,urbana,sec.comp+,musul,0.15,0.47
14,4,3,urbana,ninguna,musul,0.15,0.47
14,2,3,urbana,ninguna,musul,0.15,0.47
14,4,0,urbana,sec.comp+,musul,0.15,0.47
14,2,2,urbana,sec.comp+,musul,0.15,0.47
14,3,3,urbana,sec.comp+,musul,0.15,0.47
14,4,3,urbana,sec.incomp,musul,0.15,0.47
14,2,3,urbana,sec.incomp,musul,0.15,0.47
14,2,3,urbana,sec.comp+,hindu,0.15,0.47
14,1,3,urbana,primaria,musul,0.15,0.47
14,3,0,urbana,sec.comp+,musul,0.15,0.47
14,2,0,urbana,primaria,musul,0.15,0.47
14,2,3,urbana,ninguna,musul,0.15,0.47
14,4,0,urbana,sec.comp+,musul,0.15,0.47
14,2,2,urbana,sec.comp+,musul,0.15,0.47
14,4,0,urbana,primaria,musul,0.15,0.47
14,2,0,urbana,sec.incomp,musul,0.15,0.47
14,4,1,urbana,sec.comp+,musul,0.15,0.47
14,4,3,urbana,primaria,musul,0.15,0.47
14,2,0,urbana,sec.comp+,musul,0.15,0.47
14,1,3,urbana,sec.comp+,musul,0.15,0.47
14,2,3,urbana,primaria,musul,0.15,0.47
14,2,0,urbana,sec.comp+,musul,0.15,0.47
14,4,0,urbana,sec.comp+,musul,0.15,0.47
14,4,3,urbana,ninguna,musul,0.15,0.47
14,4,0,urbana,primaria,musul,0.15,0.47
14,2,0,urbana,sec.comp+,musul,0.15,0.47
14,2,3,urbana,ninguna,musul,0.15,0.47
14,3,3,urbana,sec.comp+,musul,0.15,0.47
14,3,3,urbana,sec.comp+,musul,0.15,0.47
14,2,3,urbana,ninguna,musul,0.15,0.47
14,4,1,urbana,ninguna,musul,0.15,0.47
14,4,0,urbana,ninguna,musul,0.15,0.47
14,1,2,urbana,ninguna,musul,0.15,0.47
14,2,0,urbana,ninguna,musul,0.15,0.47
14,4,0,urbana,sec.comp+,musul,0.15,0.47
14,4,1,urbana,sec.comp+,musul,0.15,0.47
14,2,2,urbana,primaria,musul,0.15,0.47
14,2,1,urbana,sec.comp+,musul,0.15,0.47
14,4,1,urbana,ninguna,musul,0.15,0.47
14,2,2,urbana,sec.incomp,musul,0.15,0.47
14,3,3,urbana,ninguna,musul,0.15,0.47
14,2,3,urbana,ninguna,musul,0.15,0.47
14,4,0,urbana,ninguna,musul,0.15,0.47
14,2,2,urbana,ninguna,musul,0.15,0.47
14,3,1,urbana,ninguna,musul,0.15,0.47
14,4,3,urbana,ninguna,musul,0.15,0.47
14,2,3,urbana,ninguna,musul,0.15,0.47
14,4,1,urbana,ninguna,musul,0.15,0.47
14,2,2,urbana,sec.comp+,musul,0.15,0.47
14,4,0,urbana,sec.comp+,musul,0.15,0.47
14,4,1,urbana,primaria,musul,0.15,0.47
14,2,1,urbana,sec.incomp,musul,0.15,0.47
14,2,1,urbana,primaria,musul,0.15,0.47
14,2,3,urbana,sec.comp+,musul,0.15,0.47
14,1,3,urbana,ninguna,musul,0.15,0.47
14,2,1,urbana,primaria,musul,0.15,0.47
14,2,3,urbana,ninguna,musul,0.15,0.47
14,2,1,urbana,sec.comp+,musul,0.15,0.47
14,3,3,urbana,ninguna,musul,0.15,0.47
14,2,0,urbana,ninguna,musul,0.15,0.47
14,2,3,urbana,sec.comp+,musul,0.15,0.47
14,2,3,urbana,primaria,musul,0.15,0.47
14,2,2,urbana,sec.comp+,musul,0.15,0.47
14,4,0,urbana,sec.comp+,musul,0.15,0.47
14,2,0,urbana,sec.incomp,musul,0.15,0.47
14,4,0,urbana,ninguna,musul,0.15,0.47
14,4,2,urbana,ninguna,musul,0.15,0.47
14,3,3,urbana,ninguna,musul,0.15,0.47
14,2,0,urbana,sec.comp+,musul,0.15,0.47
14,1,3,urbana,sec.comp+,musul,0.15,0.47
14,3,3,urbana,sec.comp+,musul,0.15,0.47
14,2,1,urbana,sec.comp+,musul,0.15,0.47
14,1,3,urbana,primaria,musul,0.15,0.47
14,2,1,urbana,sec.incomp,musul,0.15,0.47
14,1,3,urbana,ninguna,musul,0.15,0.47
14,4,0,urbana,primaria,musul,0.15,0.47
14,4,2,urbana,ninguna,musul,0.15,0.47
14,2,1,urbana,sec.comp+,hindu,0.15,0.47
14,2,1,urbana,primaria,musul,0.15,0.47
14,2,2,urbana,primaria,musul,0.15,0.47
14,2,0,urbana,sec.comp+,musul,0.15,0.47
14,4,3,urbana,primaria,hindu,0.15,0.47
14,4,2,urbana,ninguna,musul,0.15,0.47
14,2,0,urbana,sec.comp+,musul,0.15,0.47
14,2,0,urbana,sec.comp+,musul,0.15,0.47
14,2,3,urbana,sec.incomp,musul,0.15,0.47
14,2,0,urbana,sec.comp+,hindu,0.15,0.47
14,4,0,urbana,sec.comp+,musul,0.15,0.47
14,2,0,urbana,sec.comp+,musul,0.15,0.47
14,2,1,urbana,sec.comp+,musul,0.15,0.47
14,4,2,urbana,ninguna,musul,0.15,0.47
14,1,3,urbana,sec.comp+,musul,0.15,0.47
14,2,2,urbana,sec.comp+,musul,0.15,0.47
14,3,2,urbana,sec.comp+,musul,0.15,0.47
14,2,1,rural,sec.comp+,musul,0.15,0.47
14,3,1,rural,sec.comp+,musul,0.15,0.47
14,2,2,rural,sec.comp+,musul,0.15,0.47
14,4,3,rural,sec.incomp,musul,0.15,0.47
14,3,0,rural,sec.incomp,hindu,0.15,0.47
14,4,0,rural,ninguna,musul,0.15,0.47
14,4,2,rural,ninguna,musul,0.15,0.47
14,1,2,rural,primaria,musul,0.15,0.47
14,3,1,rural,ninguna,musul,0.15,0.47
14,4,1,rural,ninguna,musul,0.15,0.47
14,4,2,rural,ninguna,hindu,0.15,0.47
14,4,1,rural,ninguna,hindu,0.15,0.47
14,4,1,rural,ninguna,hindu,0.15,0.47
14,4,3,rural,ninguna,hindu,0.15,0.47
14,2,3,rural,ninguna,hindu,0.15,0.47
14,4,3,rural,ninguna,hindu,0.15,0.47
14,2,2,rural,ninguna,hindu,0.15,0.47
14,3,0,rural,sec.comp+,musul,0.15,0.47
14,2,3,rural,sec.incomp,musul,0.15,0.47
14,4,3,rural,ninguna,musul,0.15,0.47
14,2,3,rural,sec.incomp,musul,0.15,0.47
14,4,0,rural,primaria,musul,0.15,0.47
14,4,0,rural,ninguna,musul,0.15,0.47
14,4,0,rural,ninguna,musul,0.15,0.47
14,4,1,rural,ninguna,musul,0.15,0.47
14,4,0,rural,ninguna,musul,0.15,0.47
14,4,3,rural,ninguna,musul,0.15,0.47
14,4,1,rural,ninguna,musul,0.15,0.47
14,1,3,rural,primaria,musul,0.15,0.47
15,2,1,urbana,primaria,musul,0.14,0.36
15,4,3,urbana,ninguna,musul,0.14,0.36
15,3,3,urbana,ninguna,musul,0.14,0.36
15,2,0,urbana,sec.comp+,musul,0.14,0.36
15,1,3,urbana,ninguna,musul,0.14,0.36
15,1,3,urbana,ninguna,musul,0.14,0.36
15,4,0,urbana,ninguna,musul,0.14,0.36
15,4,3,urbana,ninguna,musul,0.14,0.36
15,4,3,urbana,ninguna,musul,0.14,0.36
15,2,3,urbana,primaria,musul,0.14,0.36
15,4,3,urbana,primaria,musul,0.14,0.36
15,4,1,urbana,ninguna,musul,0.14,0.36
15,2,0,urbana,ninguna,musul,0.14,0.36
15,2,2,rural,primaria,musul,0.14,0.36
15,4,0,rural,primaria,musul,0.14,0.36
15,4,3,rural,ninguna,musul,0.14,0.36
15,4,0,rural,ninguna,musul,0.14,0.36
15,4,2,rural,ninguna,musul,0.14,0.36
15,4,1,rural,ninguna,musul,0.14,0.36
15,4,2,rural,ninguna,musul,0.14,0.36
15,2,3,rural,ninguna,musul,0.14,0.36
15,4,1,rural,ninguna,musul,0.14,0.36
15,4,0,rural,ninguna,musul,0.14,0.36
15,4,0,rural,ninguna,musul,0.14,0.36
15,1,3,rural,ninguna,musul,0.14,0.36
15,4,0,rural,sec.comp+,musul,0.14,0.36
15,2,1,rural,ninguna,musul,0.14,0.36
15,4,1,rural,sec.comp+,musul,0.14,0.36
15,4,0,rural,sec.incomp,musul,0.14,0.36
15,2,2,rural,sec.comp+,musul,0.14,0.36
15,1,1,rural,ninguna,musul,0.14,0.36
16,2,2,urbana,sec.comp+,musul,0.12,0.29
16,3,3,urbana,sec.comp+,musul,0.12,0.29
16,2,0,urbana,sec.comp+,hindu,0.12,0.29
16,4,0,rural,sec.comp+,musul,0.12,0.29
16,3,2,rural,ninguna,musul,0.12,0.29
16,4,0,rural,sec.comp+,musul,0.12,0.29
16,2,0,rural,ninguna,musul,0.12,0.29
16,4,0,rural,ninguna,musul,0.12,0.29
16,3,3,rural,ninguna,musul,0.12,0.29
16,4,0,rural,sec.incomp,musul,0.12,0.29
16,4,3,rural,primaria,musul,0.12,0.29
16,2,0,rural,primaria,musul,0.12,0.29
16,4,0,rural,sec.comp+,musul,0.12,0.29
16,4,2,rural,ninguna,musul,0.12,0.29
16,3,2,rural,ninguna,musul,0.12,0.29
16,1,2,rural,sec.incomp,musul,0.12,0.29
16,2,2,rural,sec.comp+,musul,0.12,0.29
16,4,3,rural,primaria,musul,0.12,0.29
16,3,1,rural,ninguna,musul,0.12,0.29
16,4,0,rural,ninguna,musul,0.12,0.29
16,4,0,rural,sec.comp+,musul,0.12,0.29
16,4,1,rural,ninguna,musul,0.12,0.29
16,2,1,rural,ninguna,musul,0.12,0.29
16,4,0,rural,ninguna,musul,0.12,0.29
16,1,3,rural,ninguna,musul,0.12,0.29
16,4,0,rural,ninguna,musul,0.12,0.29
16,4,2,rural,ninguna,musul,0.12,0.29
16,2,0,rural,ninguna,musul,0.12,0.29
16,1,3,rural,ninguna,musul,0.12,0.29
16,2,1,rural,ninguna,musul,0.12,0.29
17,4,0,rural,sec.incomp,musul,0.1,0.43
17,2,0,rural,sec.incomp,musul,0.1,0.43
17,4,0,rural,ninguna,musul,0.1,0.43
17,2,1,rural,ninguna,hindu,0.1,0.43
17,2,1,rural,ninguna,hindu,0.1,0.43
17,1,3,rural,ninguna,hindu,0.1,0.43
17,4,0,rural,ninguna,hindu,0.1,0.43
17,1,3,rural,ninguna,musul,0.1,0.43
17,4,3,rural,primaria,musul,0.1,0.43
17,4,3,rural,sec.comp+,hindu,0.1,0.43
17,2,3,rural,ninguna,hindu,0.1,0.43
17,1,3,rural,ninguna,hindu,0.1,0.43
17,4,3,rural,primaria,hindu,0.1,0.43
17,4,1,rural,ninguna,hindu,0.1,0.43
17,4,1,rural,sec.incomp,hindu,0.1,0.43
17,4,3,rural,ninguna,hindu,0.1,0.43
17,4,0,rural,ninguna,hindu,0.1,0.43
17,4,0,rural,ninguna,musul,0.1,0.43
17,4,3,rural,ninguna,musul,0.1,0.43
17,4,2,rural,ninguna,musul,0.1,0.43
17,4,3,rural,ninguna,musul,0.1,0.43
17,3,3,rural,ninguna,musul,0.1,0.43
17,4,0,rural,primaria,musul,0.1,0.43
17,4,0,rural,ninguna,musul,0.1,0.43
17,4,0,rural,ninguna,musul,0.1,0.43
17,3,3,rural,ninguna,musul,0.1,0.43
17,4,0,rural,ninguna,musul,0.1,0.43
17,4,3,rural,ninguna,musul,0.1,0.43
17,3,3,rural,ninguna,musul,0.1,0.43
17,4,3,rural,ninguna,musul,0.1,0.43
17,4,3,rural,ninguna,musul,0.1,0.43
17,4,3,rural,ninguna,musul,0.1,0.43
17,4,0,rural,ninguna,musul,0.1,0.43
17,1,2,rural,ninguna,musul,0.1,0.43
17,4,3,rural,ninguna,musul,0.1,0.43
17,2,3,rural,ninguna,musul,0.1,0.43
17,4,0,rural,ninguna,musul,0.1,0.43
17,4,3,rural,ninguna,musul,0.1,0.43
17,4,3,rural,ninguna,musul,0.1,0.43
18,4,0,urbana,ninguna,hindu,0.14,0.39
18,2,1,urbana,sec.incomp,musul,0.14,0.39
18,4,2,urbana,sec.comp+,musul,0.14,0.39
18,2,3,urbana,sec.incomp,musul,0.14,0.39
18,4,2,urbana,primaria,musul,0.14,0.39
18,4,0,urbana,primaria,musul,0.14,0.39
18,1,3,urbana,ninguna,hindu,0.14,0.39
18,4,0,urbana,sec.comp+,musul,0.14,0.39
18,2,3,urbana,primaria,musul,0.14,0.39
18,4,3,urbana,sec.comp+,musul,0.14,0.39
18,4,0,urbana,ninguna,musul,0.14,0.39
18,1,3,urbana,ninguna,hindu,0.14,0.39
18,4,0,urbana,ninguna,musul,0.14,0.39
18,2,2,urbana,sec.comp+,musul,0.14,0.39
18,4,3,urbana,sec.incomp,musul,0.14,0.39
18,2,2,urbana,sec.comp+,musul,0.14,0.39
18,2,3,urbana,sec.comp+,musul,0.14,0.39
18,4,0,urbana,ninguna,musul,0.14,0.39
18,2,0,urbana,sec.comp+,musul,0.14,0.39
18,2,0,urbana,sec.comp+,hindu,0.14,0.39
18,1,3,urbana,sec.comp+,musul,0.14,0.39
18,2,3,urbana,sec.comp+,musul,0.14,0.39
18,4,3,rural,primaria,musul,0.14,0.39
18,4,0,rural,primaria,musul,0.14,0.39
18,3,1,rural,sec.incomp,musul,0.14,0.39
18,4,0,rural,ninguna,musul,0.14,0.39
18,4,0,rural,ninguna,musul,0.14,0.39
18,4,1,rural,ninguna,musul,0.14,0.39
18,3,2,rural,ninguna,musul,0.14,0.39
18,4,1,rural,ninguna,musul,0.14,0.39
18,4,3,rural,primaria,musul,0.14,0.39
18,4,0,rural,primaria,musul,0.14,0.39
18,4,3,rural,ninguna,musul,0.14,0.39
18,2,0,rural,ninguna,musul,0.14,0.39
18,4,1,rural,ninguna,musul,0.14,0.39
18,2,3,rural,ninguna,musul,0.14,0.39
18,4,2,rural,sec.incomp,musul,0.14,0.39
18,4,0,rural,primaria,musul,0.14,0.39
18,4,0,rural,primaria,musul,0.14,0.39
18,4,3,rural,primaria,musul,0.14,0.39
18,4,0,rural,ninguna,musul,0.14,0.39
18,3,2,rural,ninguna,musul,0.14,0.39
18,4,3,rural,ninguna,musul,0.14,0.39
18,4,0,rural,sec.comp+,musul,0.14,0.39
18,2,3,rural,sec.incomp,musul,0.14,0.39
18,4,3,rural,ninguna,musul,0.14,0.39
18,4,3,rural,ninguna,musul,0.14,0.39
18,2,2,rural,ninguna,musul,0.14,0.39
18,4,2,rural,primaria,musul,0.14,0.39
18,1,3,rural,ninguna,musul,0.14,0.39
18,2,0,rural,sec.comp+,musul,0.14,0.39
18,4,3,rural,sec.comp+,musul,0.14,0.39
18,4,2,rural,ninguna,musul,0.14,0.39
18,4,2,rural,ninguna,musul,0.14,0.39
18,4,3,rural,ninguna,musul,0.14,0.39
18,4,0,rural,primaria,musul,0.14,0.39
18,4,0,rural,ninguna,musul,0.14,0.39
18,4,0,rural,primaria,musul,0.14,0.39
18,2,1,rural,primaria,musul,0.14,0.39
18,4,1,rural,ninguna,musul,0.14,0.39
18,4,3,rural,ninguna,musul,0.14,0.39
18,4,3,rural,primaria,musul,0.14,0.39
18,4,0,rural,ninguna,musul,0.14,0.39
18,4,2,rural,ninguna,musul,0.14,0.39
18,4,2,rural,ninguna,musul,0.14,0.39
18,4,3,rural,ninguna,musul,0.14,0.39
18,4,0,rural,primaria,musul,0.14,0.39
18,3,1,rural,sec.incomp,musul,0.14,0.39
18,4,0,rural,ninguna,musul,0.14,0.39
18,4,3,rural,ninguna,musul,0.14,0.39
18,4,3,rural,ninguna,musul,0.14,0.39
18,3,0,rural,ninguna,musul,0.14,0.39
19,4,0,urbana,sec.comp+,musul,0.14,0.41
19,1,3,urbana,ninguna,musul,0.14,0.41
19,2,1,urbana,sec.incomp,musul,0.14,0.41
19,2,3,urbana,ninguna,musul,0.14,0.41
19,3,3,urbana,ninguna,musul,0.14,0.41
19,2,3,urbana,ninguna,musul,0.14,0.41
19,4,3,urbana,primaria,musul,0.14,0.41
19,2,0,urbana,sec.comp+,musul,0.14,0.41
19,4,2,rural,primaria,musul,0.14,0.41
19,4,3,rural,ninguna,musul,0.14,0.41
19,4,3,rural,sec.incomp,musul,0.14,0.41
19,4,2,rural,sec.comp+,musul,0.14,0.41
19,1,3,rural,sec.comp+,musul,0.14,0.41
19,4,3,rural,ninguna,musul,0.14,0.41
19,3,3,rural,sec.comp+,musul,0.14,0.41
19,2,3,rural,ninguna,hindu,0.14,0.41
19,4,0,rural,ninguna,hindu,0.14,0.41
19,4,3,rural,primaria,hindu,0.14,0.41
19,4,3,rural,primaria,hindu,0.14,0.41
19,4,1,rural,ninguna,musul,0.14,0.41
19,4,1,rural,sec.incomp,musul,0.14,0.41
19,4,0,rural,sec.comp+,musul,0.14,0.41
19,4,0,rural,ninguna,musul,0.14,0.41
19,4,1,rural,ninguna,musul,0.14,0.41
19,3,0,rural,ninguna,musul,0.14,0.41
19,4,0,rural,ninguna,musul,0.14,0.41
19,4,0,rural,ninguna,musul,0.14,0.41
19,2,3,rural,ninguna,musul,0.14,0.41
19,4,3,rural,sec.incomp,musul,0.14,0.41
19,4,2,rural,sec.incomp,musul,0.14,0.41
19,1,1,rural,sec.comp+,musul,0.14,0.41
19,3,3,rural,ninguna,musul,0.14,0.41
19,4,1,rural,sec.incomp,musul,0.14,0.41
19,4,3,rural,primaria,musul,0.14,0.41
19,4,3,rural,primaria,musul,0.14,0.41
19,4,3,rural,sec.comp+,musul,0.14,0.41
19,2,3,rural,primaria,musul,0.14,0.41
19,4,0,rural,sec.comp+,musul,0.14,0.41
19,4,3,rural,ninguna,musul,0.14,0.41
19,4,3,rural,ninguna,musul,0.14,0.41
20,1,1,rural,ninguna,musul,0.06,0.39
20,4,2,rural,ninguna,musul,0.06,0.39
20,4,2,rural,ninguna,hindu,0.06,0.39
20,2,0,rural,ninguna,hindu,0.06,0.39
20,3,2,rural,sec.incomp,hindu,0.06,0.39
20,4,3,rural,ninguna,musul,0.06,0.39
20,1,1,rural,ninguna,musul,0.06,0.39
20,3,0,rural,ninguna,hindu,0.06,0.39
20,3,0,rural,ninguna,hindu,0.06,0.39
20,4,3,rural,ninguna,hindu,0.06,0.39
20,1,2,rural,ninguna,musul,0.06,0.39
20,4,1,rural,ninguna,hindu,0.06,0.39
20,4,1,rural,ninguna,musul,0.06,0.39
20,4,0,rural,ninguna,musul,0.06,0.39
20,4,2,rural,ninguna,musul,0.06,0.39
20,4,3,rural,primaria,musul,0.06,0.39
20,2,3,rural,ninguna,musul,0.06,0.39
20,4,0,rural,sec.incomp,musul,0.06,0.39
20,4,3,rural,ninguna,musul,0.06,0.39
20,4,3,rural,ninguna,musul,0.06,0.39
20,4,0,rural,sec.comp+,musul,0.06,0.39
20,4,0,rural,ninguna,musul,0.06,0.39
20,4,1,rural,ninguna,musul,0.06,0.39
20,4,2,rural,ninguna,musul,0.06,0.39
20,4,0,rural,sec.incomp,musul,0.06,0.39
20,4,3,rural,ninguna,musul,0.06,0.39
20,4,0,rural,ninguna,musul,0.06,0.39
20,3,3,rural,ninguna,musul,0.06,0.39
20,3,3,rural,sec.comp+,musul,0.06,0.39
21,4,3,urbana,ninguna,musul,0.06,0.41
21,1,2,urbana,ninguna,musul,0.06,0.41
21,4,0,urbana,ninguna,musul,0.06,0.41
21,4,3,urbana,ninguna,musul,0.06,0.41
21,2,0,urbana,sec.comp+,musul,0.06,0.41
21,2,1,urbana,sec.incomp,musul,0.06,0.41
21,4,1,urbana,ninguna,musul,0.06,0.41
21,4,0,urbana,ninguna,musul,0.06,0.41
21,4,0,urbana,ninguna,musul,0.06,0.41
21,4,3,urbana,ninguna,musul,0.06,0.41
21,4,3,urbana,ninguna,hindu,0.06,0.41
21,4,3,urbana,ninguna,hindu,0.06,0.41
21,4,1,urbana,ninguna,hindu,0.06,0.41
21,4,2,rural,ninguna,hindu,0.06,0.41
21,3,0,rural,ninguna,hindu,0.06,0.41
21,4,1,rural,ninguna,hindu,0.06,0.41
21,4,1,rural,ninguna,musul,0.06,0.41
21,4,1,rural,ninguna,musul,0.06,0.41
21,3,2,rural,ninguna,musul,0.06,0.41
21,4,3,rural,ninguna,musul,0.06,0.41
21,4,2,rural,ninguna,musul,0.06,0.41
